Que,Intent,I1,I2
what are the ways to  Enroll through the myHR website ,Policy 2,1,0
what are the withdrawals from In-Service Withdrawals,Policy 1,0,1
what are withdrawals and distributions  in Nonhardship Withdrawal in In-Service Withdrawals,Policy 1,0,1
what are withdrawals and distributions in Nonhardship Withdrawal ,Policy 1,0,1
What can a general purpose loan be used for?,Policy 1,0,1
What can a primary loan be used for?,Policy 1,0,1
What can i contribute to my 401K plan?,Policy 1,0,1
What do I have to do to get a loan from my account?,Policy 1,0,1
What do I need to do to get a loan from the 401K?,Policy 1,0,1
What do you need for approving a loan?,Policy 1,0,1
What do you need for approving a primary loan?,Policy 1,0,1
What does  Eligible Pay include?,Policy 1,0,1
What does Appendix A 1  include?,Policy 1,0,1
What does Appendix A 1 speak about?,Policy 1,0,1
what does Appendix B speak about?,Policy 1,0,1
What does Eligible Pay does not include?,Policy 1,0,1
What does it mean to be fully vested?,Policy 1,0,1
What does work schedule depend on?,Policy 2,1,0
What fees would I be charged if I took a loan?,Policy 1,0,1
What happens if I  transfer investments from the Discover Stock Fund to a mutual fund?,Policy 1,0,1
what happens if i am laid off and have a loan,Policy 1,0,1
What happens if I fail to make the required payments in 90 days?,Policy 1,0,1
What happens if I fail to repay my loan after leaving the company?,Policy 1,0,1
What happens if I fail to repay my loan?,Policy 1,0,1
What happens if I have a 401k loan and terminate employment?,Policy 1,0,1
what happens if i leave the company and i have a 401k loan,Policy 1,0,1
What happens if I leave the company and I have a 401k Loan?,Policy 1,0,1
What happens if I'm laid off and I have a loan?,Policy 1,0,1
What happens if it have a loan and I quit?,Policy 1,0,1
What happens if Loan payoff check does not exactly match the quoted amount?,Policy 1,0,1
What happens if my payoff check does not arrive by the cut-off date?,Policy 1,0,1
What happens if my payoff check doesn't have the exact payoff amount?,Policy 1,0,1
What happens if my payoff check doesn't have the exact quoted amount?,Policy 1,0,1
"What happens iff the loan reaches its original maturity
date and the loan still has an outstanding balance?",Policy 1,0,1
What happens to my 401K when I leave the company?,Policy 1,0,1
what happens to my loan during my leave,Policy 1,0,1
what happens to my loan if i am laid off,Policy 1,0,1
What happens to my loan if I am laid off?,Policy 1,0,1
What happens to my loan if I am on LTD,Policy 1,0,1
what is  401(k) wealth benefit in benefit  resources,Policy 2,1,0
what is  Accidental Death & Dismemberment (AD&D) Insurance wealth benefit in benefit  resources,Policy 2,1,0
what is  Adoption Assistance balance benefit in benefit  resources,Policy 2,1,0
what is  Benefits Enrollment Deductions in Default Benefits: Day One,Policy 2,1,0
what is  Business Travel Accident Insurance wealth benefit in benefit  resources,Policy 2,1,0
what is  Critical Benefits Enrollment Tips for myHR in Default Benefits: Day One,Policy 2,1,0
what is  Default Coverage (if you do nothing) in Default Benefits: Day One,Policy 2,1,0
what is  Dependent Day Care FSA balance benefit in benefit  resources,Policy 2,1,0
what is  Health Benefits Resources,Policy 2,1,0
what is  Live and Work Well balance benefit in benefit  resources,Policy 2,1,0
what is  Long Term Disability Insurance wealth benefit in benefit  resources,Policy 2,1,0
what is  wealth Benefits Resources,Policy 2,1,0
"what is 24/7 Nurseline & Health
Coaching health benefit in benefit  resources",Policy 2,1,0
What is 24/7 Nurseline ?,Policy 2,1,0
what is Auto & Homeowners Insurance Benefit balance benefit in benefit  resources,Policy 2,1,0
what is Balance Benefits Resources,Policy 2,1,0
what is Basic Life Insurance wealth benefit in benefit  resources,Policy 2,1,0
what is Benefits Enrollment Categories?,Policy 2,1,0
what is Benefits Enrollment Process?,Policy 2,1,0
what is Benefits Resources,Policy 2,1,0
what is C.A.R.E. Program balance benefit in benefit  resources,Policy 2,1,0
what is Child Care Discounts balance benefit in benefit  resources,Policy 2,1,0
what is Default Benefits: Day One,Policy 2,1,0
what is dental health benefit in benefit  resources,Policy 2,1,0
What is Dental plan?,Policy 2,1,0
What is Discover 24/7 Nurseline ?,Policy 2,1,0
What is Discover Dental plan?,Policy 2,1,0
What is Discover Healthcare FSA?,Policy 2,1,0
What is Discover medical plan?,Policy 2,1,0
What is Discover MetLife Dental Plan plan?,Policy 2,1,0
What is Discover Retiree medical plan?,Policy 2,1,0
What is Discover Vision Benefits?,Policy 2,1,0
What is Discover Weight Watchers ?,Policy 2,1,0
"what is Employee Stock Purchase
Plan (ESPP) wealth benefit in benefit  resources",Policy 2,1,0
what is Health and Welfare Eligible Earnings (HWEE)?,Policy 2,1,0
what is Healthcare Flexible Spending Account (FSA) health benefit in benefit  resources,Policy 2,1,0
What is Healthcare FSA?,Policy 2,1,0
what is iRefer Employee Referral Program balance benefit in benefit  resources,Policy 2,1,0
What is Live well Health wealth Balance?,Policy 2,1,0
What is Live well?,Policy 2,1,0
What is Livewell Health wealth Balance?,Policy 2,1,0
What is Livewell?,Policy 2,1,0
what is Medical health benefit in benefit  resources,Policy 2,1,0
What is medical plan?,Policy 2,1,0
What is MetLife Dental Plan plan?,Policy 2,1,0
what is Paid Time Off (PTO),Policy 2,1,0
what is Payroll Schedule,Policy 2,1,0
what is Pet Insurance balance benefit in benefit  resources,Policy 2,1,0
what is Prorated (PTO) for 1st Year in  Paid Time Off (PTO),Policy 2,1,0
What is Retiree medical plan?,Policy 2,1,0
what is Short Term Disability Insurance) wealth benefit in benefit  resources,Policy 2,1,0
What is the caution?,Policy 2,1,0
what is The Legal Assistance Plan. balance benefit in benefit  resources,Policy 2,1,0
"what is the number of days needed to enroll through the myHR website from the date noted on the benefits worksheet from your
welcome packet",Policy 2,1,0
What is the phone number of myHR?,Policy 2,1,0
what is the procedure after receiving packets in Benefits Enrollment Process,Policy 2,1,0
what is Tuition Reimbursement balance benefit in benefit  resources,Policy 2,1,0
What is Vision Benefits?,Policy 2,1,0
what is vision health benefit in benefit  resources,Policy 2,1,0
what is Wageworks Commuter Benefits balance benefit in benefit  resources,Policy 2,1,0
What is Weight Watchers ?,Policy 2,1,0
what is Weight Watchers health benefit in benefit  resources,Policy 2,1,0
What philosophy has enabled  to attract a workforce of inspired professionals ?,Policy 2,1,0
What philosophy has enabled  to attract a workforce of talented and inspired professionals ?,Policy 2,1,0
What philosophy has enabled  to attract a workforce of talented professionals ?,Policy 2,1,0
What philosophy has enabled  to attract and retain a workforce of inspired professionals ?,Policy 2,1,0
What philosophy has enabled  to attract and retain a workforce of talented and inspired professionals ?,Policy 2,1,0
What philosophy has enabled  to attract and retain a workforce of talented professionals ?,Policy 2,1,0
What philosophy has enabled  to retain a workforce of inspired professionals ?,Policy 2,1,0
What philosophy has enabled  to retain a workforce of talented and inspired professionals ?,Policy 2,1,0
What philosophy has enabled  to retain a workforce of talented professionals ?,Policy 2,1,0
What philosophy has helped  to attract a workforce of inspired professionals ?,Policy 2,1,0
What philosophy has helped  to attract a workforce of talented and inspired professionals ?,Policy 2,1,0
What philosophy has helped  to attract a workforce of talented professionals ?,Policy 2,1,0
What philosophy has helped  to attract and retain a workforce of inspired professionals ?,Policy 2,1,0
What philosophy has helped  to attract and retain a workforce of talented and inspired professionals ?,Policy 2,1,0
What philosophy has helped  to attract and retain a workforce of talented professionals ?,Policy 2,1,0
What philosophy has helped  to retain a workforce of inspired professionals ?,Policy 2,1,0
What philosophy has helped  to retain a workforce of talented and inspired professionals ?,Policy 2,1,0
What philosophy has helped  to retain a workforce of talented professionals ?,Policy 2,1,0
When can I begin reviewing benefit options ?,Policy 2,1,0
When can I begin reviewing options and enroll in coverage?,Policy 2,1,0
When can I start reviewing benefit options?,Policy 2,1,0
When can I start reviewing options and enroll in coverage?,Policy 2,1,0
Where are Weight Watchers available?,Policy 2,1,0
Where can I find in depth information  including eligibility requirements about  benefits  available through Discover?,Policy 2,1,0
Where can I find in depth information about  benefits  available through Discover?,Policy 2,1,0
Where can I find in depth information about  benefits of Discover?,Policy 2,1,0
Where can I find in depth information about  full range of benefits  ?,Policy 2,1,0
Where can I find in depth information about  full range of benefits  available through Discover?,Policy 2,1,0
Where can I find in depth information including eligibility requirements  about  full range of benefits  available through Discover?,Policy 2,1,0
Where can I find in depth information including eligibility requirements about  benefits of Discover?,Policy 2,1,0
Where can I find in depth information including eligibility requirements about  full range of benefits  ?,Policy 2,1,0
Which are the Balance benefit plans for Discover employees?,Policy 2,1,0
Which are the Balance benefit schemes for Discover employees?,Policy 2,1,0
Which are the health benefit plans for Discover employees?,Policy 2,1,0
Which are the health benefit schemes for Discover employees?,Policy 2,1,0
Which are the Wealth benefit plans for Discover employees?,Policy 2,1,0
Which are the Wealth benefit schemes for Discover employees?,Policy 2,1,0
Which day are employees paid?,Policy 2,1,0
Who is responsible for timekeeping?,Policy 2,1,0
Who makes discover successful?,Policy 2,1,0
Whom to contact if I have a payroll question or problem?,Policy 2,1,0
why caution is needed?,Policy 2,1,0
Work end time employees,Policy 2,1,0
Work Schedule Discover employees,Policy 2,1,0
Work Start time employees,Policy 2,1,0
